id,name_ar,name_en,kunyah,laqab,gender,is_prophet,node_type,prominence,biography_short,biography_source,tribe,clan,birth_year_hijri,death_year_hijri,has_parents,has_children,has_spouses,has_siblings,has_uncles,has_cousins,has_companions,has_teachers,has_students,has_battles,has_participants,name_bn,biography_bn,name_de,biography_de
45,سعد بن معاذ,Sa'd ibn Mu'adh,,,M,False,Sahabi,BADRI,Saad ibn Muʿādh al-Ansari was the chief of the Aws tribe in Medina and one of the prominent companions of the Islamic prophet Muhammad. He died shortly after the Battle of the Trench.,Wikipedia (Sa'd ibn Mu'adh),companions of the Prophet,Various,-33,5,True,False,False,False,False,False,False,False,False,True,False,সাদ ইবনে মুয়াজ,সাদ ইবনে মুয়াদ আল-আনসারি মদিনার আওস গোত্রের প্রধান এবং ইসলামী নবী মুহাম্মদের অন্যতম বিশিষ্ট সঙ্গী ছিলেন । ট্রেঞ্চের যুদ্ধের পরপরই তিনি মারা যান ।,Sa'd ibn Mu'adh,"Saʿd ibn Muʿādh war ein Anführer des in Yathrib, dem vorislamischen Medina ansässigen arabischen Stammes der Banu Aus. Im Gegensatz zu Saʿd ibn ʿUbāda ibn Dulaim, dem Anführer der Chazradsch, war er Mohammed anfangs feindlich gesinnt, nahm allerdings später den Islam an. Ab diesem Zeitpunkt war er einer der wichtigsten Helfer Mohammeds und nahm an allen bedeutenden Schlachten Mohammeds teil.
Bekannt wurde er unter anderem für seinen Befehl, nach der Grabenschlacht die Männer des jüdischen Stammes der Banu Quraiza töten zu lassen und ihre Frauen und Kinder in die Sklaverei zu verkaufen. Er starb kurz darauf an seiner Verletzung, die er in der Grabenschlacht erlitten hatte."
46,سعد بن عبادة,Sa'd ibn Ubadah,,,M,False,Sahabi,SAHABI,The leader of the Khazraj tribe.,General History,Various,Various,0,60,True,False,False,False,False,False,False,False,False,False,False,,,,
47,عبادة بن الصامت,Ubadah ibn al-Samit,,,M,False,Sahabi,BADRI,A prominent leader of the Ansar.,General History,Various,Various,0,60,True,False,False,False,False,False,False,False,False,True,False,,,,
48,أبو الدرداء,Abu al-Darda,,,M,False,Sahabi,SAHABI,The sage of this Ummah.,General History,Various,Various,0,60,False,False,False,False,False,False,False,False,False,False,False,,,,
49,أبو موسى الأشعري,Abu Musa al-Ash'ari,,,M,False,Sahabi,SAHABI,A beautiful reciter of the Quran.,General History,Various,Various,0,60,True,False,False,False,False,False,False,False,False,False,False,,,,
50,صهيب الرومي,Suhayb ar-Rumi,,,M,False,Sahabi,SAHABI,The Roman who traded his wealth for his faith.,General History,Various,Various,0,60,True,False,False,False,False,False,False,False,False,False,False,,,,
51,عبد الله بن رواحة,Abdullah ibn Rawahah,,,M,False,Sahabi,BADRI,"Abd Allah ibn Rawahah ibn Tha'laba, was one of the companions of the Islamic prophet Muhammad who was killed in the Battle of Mut'ah.",Wikipedia (Abd Allah ibn Rawahah),companions of the Prophet,Various,0,7,False,False,False,False,False,False,False,False,False,True,False,আবদুল্লাহ ইবনে রাওয়াহা,"আব্দুল্লাহ ইবনে রাওয়াহ ইবনে থালাবা, ছিলেন ইসলামের নবী মুহাম্মদের একজন সাহাবী যিনি মুত্তাহর যুদ্ধে নিহত হয়েছিলেন ।",'Abd Allah ibn Rawahah,"Abd Allah ibn Rawahah ibn Tha'laba war einer der Gefährten des islamischen Propheten Muhammad, der in der Schlacht von Mut' ah getötet wurde."
52,البراء بن مالك,Al-Bara' ibn Malik,,,M,False,Sahabi,SAHABI,"Al-Barāʾ ibn Mālik al-Anṣārī was one of the Sahaba, an Ansar belonging to the Banū al-Najjār branch of the Banu Khazraj. He was the brother of Anas ibn Malik.",Wikipedia (Al-Bara' ibn Malik),companions of the Prophet,Various,0,19,True,False,False,False,False,False,False,False,False,False,False,আল বারা ইবনে মালিক,"আল-বারা ইবনে মালিক আল-আনসারি ছিলেন সাহাবা, বনু খাজরাজের বানু আল-নাজ্জার শাখার একটি আনসার । তিনি আনাস ইবনে মালিকের ভাই ছিলেন ।",,"Al-Barāʿ ibn Mālik al-Anṣārī war einer der Sahaba, ein Ansar, der zum Banū al-Najjār-Zweig der Banu Khazraj gehörte. Er war der Bruder von Anas ibn Malik."
53,أسماء بنت أبي بكر,Asma bint Abi Bakr,,,F,False,Sahabi,SAHABI,"Asmāʾ bint Abī Bakr was a follower and Sahabiyya of prophet Muhammad and the elder half-sister of his wife Aisha. Her nickname Dhat an-Nitaqayn was given to her by Muhammad during the migration to Medina. She is regarded as one of the most prominent Islamic figures, as she helped Muhammad during the Hijrah from Mecca to Medina.",Wikipedia (Asma bint Abi Bakr),companions of the Prophet,Various,-27,72,True,True,True,False,False,False,False,False,False,False,False,আসমা বিনতে আবি বকর,,Asmā' bint Abī Bakr,
54,سمية بنت خباط,Sumayya bint Khayyat,,,F,False,Sahabi,SAHABI,"Sumeyah was the first member of the Ummah (community) of the Islamic prophet Muhammad to be killed for her faith, making her the first martyr of Islam, as well as the first female martyr. Shortly afterward, her husband Yasir ibn Amir was also killed because of his conversion, becoming the first male martyr. Her full name is given variously as Sumayya bint Khabbat or Sumayya bint Khayyat. She was the mother of Ammar ibn Yasir.",Wikipedia (Sumayya),companions of the Prophet,Various,-74,-7,True,True,True,False,False,False,False,False,False,False,False,সুমাইয়া বিনতে খাব্বাত,,Sumayyah bint Khayyat,"Sumayya bint Khayyat oder Sumayya bint Khabbat war eine Sklavin in der Dschāhilīya Mekkas mit äthiopischen Wurzeln und die erste Märtyrerin des Islam. Ihr Tod wurde öffentlich durch ihren Sklavenhalter Abū Dschahl verursacht, welcher kurz zuvor ihren Mann Yasir ibn 'Amr tötete."
55,أم سلمة,Umm Salama,,,F,False,Sahabi,SAHABI,"Hind bint Abi Umayya, better known as Umm Salama or Hind al-Makhzūmiyya was the sixth wife of Muhammad.",Wikipedia (Umm Salama),companions of the Prophet,Various,-26,60,True,True,True,False,False,False,False,False,False,False,False,উম্মে সালামা,"উম্মে সালামা হিন্দ বিনতে আবি উমাইয়া আল-মাখজুমিয়া(আরবি: هند بنت أبي أمية) বা সংক্ষেপে উম্মে সালামা বা হিন্দ বিনতে সুহাইল ইসলামের নবী মুহাম্মাদ-এর একজন স্ত্রী। তার প্রকৃত নাম ছিল ""হিন্দ আল-মাখজুমিয়া""। প্রথম সন্তান সালামার নামের অনুসরণে তাকে উম্মে সালামা নামে অভিহিত করা হয়। তার পিতার নাম আবি উমাইয়া বিন মুগীরা বিন আব্দুল্লাহ বিন আমের বিন মাখজুম এবং মাতার নাম আতিবাহ বিনতে রবিয়া বিন মালেক কানানী।",Umm Salama Hind bint Abi Umayya,"Umm Salama Hind bint Abī Umaiya war die sechste Ehefrau des Propheten Mohammed. Sie heiratete ihn in zweiter Ehe. Ihr erster Ehemann war Abū Salama ibn ʿAbd al-Asad. Zusammen mit ihm nahm sie als eine der ersten Frauen in Mekka den Islam an. Die beiden wanderten nach Abessinien aus und folgten später dem Propheten nach Medina, um der Verfolgung durch die Mekkaner zu entgehen."
56,حفصة بنت عمر,Hafsa bint Umar,,,F,False,Sahabi,SAHABI,"Hafsa bint Umar was the fourth wife of Muhammad and a daughter of the second caliph Umar. In Islamic writings, her name is thus often prefixed by the title ""Mother of the Believers"".",Wikipedia (Hafsa bint Umar),companions of the Prophet,Various,-18,44,True,False,True,False,False,False,False,False,False,False,False,হাফসা বিনতে উমর,হাফসা বিনতে উমর (রাঃ) শেষনবী মুহাম্মদের (স) স্ত্রী। একারণে তাকে উম্মুল মুমিনিন হিসেবে সম্মান করা হয়। তিনি ছিলেন দ্বিতীয় খলিফা উমর ইবনুল খাত্তাবের মেয়ে। ৬০৫ খ্রিষ্টাব্দের দিকে তিনি জন্মগ্রহণ করেন। এই বছর কুরাইশরা কাবা পুনর্নির্মাণ করেছিল।,Hafsa bint Umar,Hafsa bint ʿUmar war eine Ehefrau des Propheten Mohammed und somit eine der Mütter der Gläubigen.
57,أم أيمن,Umm Ayman,,,F,False,Sahabi,SAHABI,"Baraka bint Thaʿlaba, commonly known by her kunya Umm Ayman, was an early Muslim and one of the disciples (Sahaba) of the Islamic prophet Muhammad.",Wikipedia (Umm Ayman),companions of the Prophet,Various,0,60,True,True,True,False,False,False,False,False,False,False,False,উম্মে আইমান,,Umm Ayman,
58,سودة بنت زمعة,Sawda bint Zam'a,,,F,False,Sahabi,SAHABI,"Sawda bint Zam'a was the second wife of Muhammad and regarded as ""Umm-ul-Mu'mineen"", ""Mother of the Believers"".",Wikipedia (Sawdah bint Zam'ah),companions of the Prophet,Various,-34,53,False,False,True,False,False,False,False,False,False,False,False,সাওদা বিনতে জামআ,,Sawda bint Zamʿa,
59,زينب بنت جحش,Zaynab bint Jahsh,,,F,False,Sahabi,SAHABI,"Zaynab bint Jaḥsh was the first cousin and the seventh wife of Muhammad and therefore, considered by Muslims to be a Mother of the Believers.",Wikipedia (Zaynab bint Jahsh),Various,Various,-30,19,True,False,True,False,False,False,False,False,False,False,False,জয়নব বিনতে জাহশ,,Zainab bint Dschahsch,
60,جويرية بنت الحارث,Juwayriya bint al-Harith,,,F,False,Sahabi,SAHABI,"Juwayriya bint al-Harith was the eighth wife of Muhammad and so, considered to be a Mother of the Believers. She was from the Banu Mustaliq clan, and her father al-Harith was the chief of the clan.",Wikipedia (Juwayriya bint al-Harith),companions of the Prophet,Various,-14,55,True,False,True,False,False,False,False,False,False,False,False,জুওয়াইরিয়া বিনতে আল-হারিস,,Dschuwairiya bint al-Hārith,
61,صفية بنت حيي بن أخطب,Safiyya bint Huyayy,,,F,False,Sahabi,SAHABI,"Safiyya bint Huyayy was the tenth wife of Muhammad. Born in Yathrib to the Banu Nadir, one of the Jewish tribes of Arabia, Safiyya's father Huyayy ibn Akhtab and husband Kinana ibn al-Rabi were killed at the Battle of Khaybar in 628, after which she was taken captive by the early Muslims and subsequently married to Muhammad. Like other wives of Muhammad, she is known to Muslims as a ""Mother of the Believers"" and is buried at the al-Baqi cemetery in Medina.",Wikipedia (Safiyya bint Huyayy),companions of the Prophet,Various,-12,49,True,False,True,False,False,False,False,False,False,False,False,সাফিয়া বিনতে হুওয়াই,,Safīya bint Huyaiy,Safīya bint Huyaiy war in zweiter Ehe die elfte Ehefrau Mohammeds. Ihr Vater Huyayy ibn Achtab war der Anführer der Banū n-Nadīr. Ihre Mutter war Barra bint Samaw'al aus einer angesehenen jüdischen Familie aus dem Stamm der Banū Quraiza.
62,ميمونة بنت الحارث,Maymuna bint al-Harith,,,F,False,Sahabi,SAHABI,"Maymuna bint al-Harith al-Hilaliyya, was the eleventh and final wife of Muhammad. Her original name was Barra, which she changed to Maymuna—meaning ""good tidings""—upon converting to Islam and marrying him, as his marriage to her marked the first time in seven years when he could enter his hometown of Mecca from Medina.",Wikipedia (Maymunah bint al-Harith),companions of the Prophet,Various,-30,51,True,False,True,False,False,False,False,False,False,False,False,মায়মুনা বিনতে আল-হারিস,,,
63,زينب بنت خزيمة,Zaynab bint Khuzayma,,,F,False,Sahabi,SAHABI,"Zaynab bint Khuzayma, also known as Umm al-Masākīn, was the fifth wife of Muhammad. As a result of her early death, less is known about her than about his other wives.",Wikipedia (Zaynab bint Khuzayma),Various,Various,-27,3,True,False,True,False,False,False,False,False,False,False,False,জয়নব বিনতে খুযায়মা,জয়নব বিনতে খুযায়মা আরবের সুলাইম গোত্রের মেয়ে। তার প্রথম স্বামীর নাম আবদুল্লাহ ইবনে জাহাশ। তিনি তৃতীয় হিজরির শাওয়াল মাসের ৭ তারিখে সংঘটিত উহুদের যুদ্ধে শহিদ হলে আল্লার রাসুল মুহাম্মদ সা. জয়নবকে বিয়ের প্রস্তাব পাঠান। জয়নব প্রস্তাবে সম্মত হলে রাসুল সা. তাকে ৪০০ দিরহাম মোহরানা দিয়ে এ বছরই জিলহজ্জ মাসের শেষদিকে বিয়ে করেন।,Zainab bint Chuzaima,
64,أم حبيبة,Umm Habiba,,,F,False,Sahabi,SAHABI,"Ramla bint Abi Sufyan ibn Harb, commonly known by her kunya Umm Habiba, was a wife of Muhammad.",Wikipedia (Umm Habiba),Muhammad's wives,Various,-28,44,True,True,True,False,False,False,False,False,False,False,False,রামালাহ বিনতে আবি সুফিয়ান,,Ramla bint Abi Sufyan,"Ramla bint Abi Sufyan ibn Harb, allgemein bekannt als Umm Habiba, war eine Ehefrau von Mohammed."
65,صفية بنت عبد المطلب,Safiyya bint Abd al-Muttalib,,,F,False,Sahabi,SAHABI,Safiyyah bint Abd al-Muttalib was a companion and aunt of the Islamic prophet Muhammad.,Wikipedia (Safiyya bint Abd al-Muttalib),companions of the Prophet,Various,-53,18,True,True,True,False,False,False,False,False,False,False,False,সাফিয়াহ বিনতে আবদুল মুত্তালিব,,,
66,أم حرام بنت ملحان,Umm Haram bint Milhan,,,F,False,Sahabi,SAHABI,The one who died in a naval expedition.,General History,Various,Various,0,60,False,False,False,True,False,False,False,False,False,False,False,,,,
67,أم سليم بنت ملحان,Umm Sulaym bint Milhan,,,F,False,Sahabi,SAHABI,"Al-Rumayṣāʾ bint Milḥān, popularly known by her kunya as Umm Sulaym, was a follower or companion (Sahabiyyah) of Islamic prophet Muhammad and was one of the earliest women converts to Islam in Yathrib.",Wikipedia (Umm Sulaym bint Milhan),companions of the Prophet,Various,-22,183,False,True,True,True,False,False,False,False,False,False,False,উম্মে সুলাইম বিনতে মিলহান,,Umm Sulaim bint Milhān,
68,نسيبة بنت كعب,Nusaybah bint Ka'b,,,F,False,Sahabi,SAHABI,The brave woman who defended the Prophet at Uhud.,General History,Various,Various,0,60,False,False,False,False,False,False,False,False,False,False,False,,,,
69,الشفاء بنت عبد الله,Al-Shifa bint Abdullah,,,F,False,Sahabi,SAHABI,The wise woman who taught reading and writing.,General History,Various,Various,0,60,False,False,False,False,False,False,False,False,False,False,False,,,,
70,خولة بنت ثعلبة,Khawla bint Tha'laba,,,F,False,Sahabi,SAHABI,"Khawlah bint Tha'labah Khawla bint Tha'laba b. Asram b. Fihr b. Qays b. Tha'laba b. Ghanm b. Salm b. 'Auf was a woman in Arabia and one of the disciples (Sahaba) of the Islamic Prophet Muhammad. She is mentioned in the Quran in reference to Zihar. The 58th chapter of the Quran Al-Mujadila, meaning ""The pleading woman"" derives the name from her reference.",Wikipedia (Khawla bint Tha'labah),companions of the Prophet,Various,0,60,False,True,True,False,False,False,False,False,False,False,False,খাওলা বিনতে সালাবা,,,
71,عاتكة بنت زيد,Atika bint Zayd,,,F,False,Sahabi,SAHABI,"Atika bint Zayd al-Adawiyya was a 7th-century Islamic scholar and poet. She was a disciple (ṣaḥābiyyah) of the Islamic prophet Muhammad. She was also one of the wives of Umar, the second Caliph. Famously, all five of her husbands became shaheed (martyrs).",Wikipedia (Atika bint Zayd),Various,Various,0,51,False,False,True,False,False,False,False,False,False,False,False,আতিকা বিনতে যায়েদ,,,
72,فاطمة بنت الخطاب,Fatimah bint al-Khattab,,,F,False,Sahabi,SAHABI,"Fatima bint al-Khattab was a woman in Arabia who was a disciple (Sahaba) of the Islamic prophet Muhammad. She was the sister of Umar and Zayd ibn al-Khattab. She was the youngest daughter of Khattab ibn Nufayl, who married her to his nephew, Sa'id ibn Zayd. Fatima along with her husband both converted to Islam together at the same time.",Wikipedia (Fatima bint al-Khattab),Various,Various,0,60,True,False,True,True,False,False,False,False,False,False,False,ফাতিমা বিনতে খাত্তাব,,,
73,أروى بنت عبد المطلب,Arwa bint Abd al-Muttalib,,,F,False,Sahabi,SAHABI,Arwā bint ʿAbd al-Muṭṭalib was an aunt of Muhammad. She died in the year 15 AH during the caliphate of Umar ibn al-Khattab.,Wikipedia (Arwa bint Abd al-Muttalib),Various,Various,0,60,True,True,False,False,False,False,False,False,False,False,False,আরওয়া বিনতে আব্দুল মুত্তালিব,,Arwa bint Abdul Muttalib,
74,أمامة بنت حمزة,Umamah bint Hamza,,,F,False,Sahabi,SAHABI,The daughter of the Lion of Allah.,General History,Various,Various,0,60,True,False,False,False,False,False,False,False,False,False,False,,,,
75,أم كلثوم بنت أبي بكر,Umm Kulthum bint Abi Bakr,,,F,False,Sahabi,SAHABI,Umm Kulthūm bint Abī Bakr was a daughter of Abu Bakr and Habiba bint Kharija. She was said to be the first and probably only Muslim woman in the Early Caliphate's history who received her inheritance from her father in utero. Umm Kulthum was a famous Tabi'un and hadith narrator.,Wikipedia (Umm Kulthum bint Abi Bakr),companions of the Prophet,Various,12,39,True,True,True,False,False,False,False,False,False,False,False,উম্মে কুলসুম বিনতে আবি বকর,,Umm Kulthum bint Abi Bakr,
76,أم كلثوم بنت عقبة,Umm Kulthum bint Uqba,,,F,False,Sahabi,SAHABI,"Umm Kulthūm bint ʿUqba was a follower or companion (Sahabiyyah) of the Islamic prophet Muhammad. A verse of the Qur'an, 60:10, was revealed in response to her situation.",Wikipedia (Umm Kulthum bint Uqba),companions of the Prophet,Various,0,60,True,True,True,False,False,False,False,False,False,False,False,উম্মে কুলসুম বিনতে উকবা,,Umm Kulthum bint Uqba,
77,أم شريك,Umm Sharik,,,F,False,Sahabi,SAHABI,The woman who was persecuted for her faith.,General History,Various,Various,0,60,False,False,False,False,False,False,False,False,False,False,False,,,,
78,أم معبد,Umm Ma'bad,,,F,False,Sahabi,SAHABI,"ʿĀtika bint Khālid al-Khuzāʿīyya nicknamed Umm Maʿbad was a woman from the Khuza'ah tribe who lived during the time of the Islamic prophet, Muhammad and provided a physical description of him.",Wikipedia (Umm Ma'bad),companions of the Prophet,Various,-22,22,False,False,False,False,False,False,False,False,False,False,False,উম্মে মাবাদ বিনতে খালিদ,,,
79,أم عبيس,Umm Ubays,,,F,False,Sahabi,SAHABI,Umm ʿUbays or Umm ʿUmays was a woman in Arabia who was an early convert to Islam and one of the disciples (Sahaba) of the Islamic prophet Muhammad.,Wikipedia (Umm Ubays),companions of the Prophet,Various,0,60,True,False,False,False,False,False,False,False,False,False,False,উম্মে উবাইস,,Umm Ubays,
80,لبابة الكبرى,Lubaba bint al-Harith,,,F,False,Sahabi,SAHABI,"Lubāba bint al-Ḥārith, was a prominent early Muslim. Two of her sisters, Maymunah bint al-Harith and Zaynab bint Khuzayma became wives of the Islamic prophet Muhammad.",Wikipedia (Lubaba bint al-Harith),Various,Various,-29,34,True,True,True,False,False,False,False,False,False,False,False,লুবাবা বিনতে আল হারিস,,,
81,ليلى بنت المنهال,Layla bint al-Minhal,,,F,False,Sahabi,SAHABI,"Layla bint al-Minhal was an Arab woman during the spread of Islam. She was a contemporary of the Islamic prophet Muhammad, and the wife of Malik ibn Nuwayra. After Malik was executed by prominent commander Khalid ibn al-Walid during the Ridda Wars, she married Khalid.",Wikipedia (Layla bint al-Minhal),companions of the Prophet,Various,0,60,False,False,True,False,False,False,False,False,False,False,False,লায়লা বিনতে আল-মিনহাল,লায়লা বিনতে আল-মিনহাল ছিলেন ইসলামী নবী মুহাম্মাদের (সা) একজন সাহাবিয়া এবং মালিক ইবনে নুয়ায়রাহর স্ত্রী।,,
82,مارية القبطية,Maria al-Qibtiyya,,,F,False,Sahabi,SAHABI,"Māriyya bint Shamʿūn al Qibtiyyah, better known as Māriyyah al-Qibṭiyyah or al-Qubṭiyya, or Maria the Copt, died 637, was a Coptic Egyptian woman who, along with her sister Sirin bint Shamun, was given as a slave to the Islamic prophet Muhammad as a gift in 628 by Al-Muqawqis, a Christian governor of Alexandria, during the territory's Sasanian occupation. It is a subject of speculation whether she married Muhammad or continued to be a concubine. 
She spent the rest of her life in Medina, and had a son, Ibrahim, with Muhammad. The son died in his infancy, aged 2, and she died almost five years later.",Wikipedia (Maria al-Qibtiyya),Various,Various,0,15,False,True,True,False,False,False,False,False,False,False,False,মারিয়া আল-কিবতিয়া,,Māriya al-Qibtīya,Māriya al-Qibtīya war eine koptisch-christliche Sklavin.
83,ريحانة بنت زيد,Rayhana bint Zayd,,,F,False,Sahabi,SAHABI,"Rayhana bint Zayd was a Jewish convert to Islam from the Banu Nadir. Through marriage, she was also a part of the Banu Qurayza, another local Jewish tribe. During the siege of Banu Qurayza in 627, she was widowed and taken captive by the early Muslims and subsequently became a concubine and according to some also a wife of Muhammad. Their relationship produced no children and in 631 she died while in her home city of Medina.",Wikipedia (Rayhana bint Zayd),Various,Various,-33,9,False,False,True,False,False,False,False,False,False,False,False,রায়হানা বিনতে জায়েদ,,Raihana,
84,لبابة الكبرى,Umm al-Fadl,,,F,False,Sahabi,SAHABI,"Lubāba bint al-Ḥārith, was a prominent early Muslim. Two of her sisters, Maymunah bint al-Harith and Zaynab bint Khuzayma became wives of the Islamic prophet Muhammad.",Wikipedia (Lubaba bint al-Harith),Various,Various,-29,34,True,True,True,False,False,False,False,False,False,False,False,লুবাবা বিনতে আল হারিস,,,
85,أسماء بنت عميس,Asma bint Umays,,,F,False,Sahabi,SAHABI,"Asmāʾ bint ʿUmays was a female disciple of Muhammad, the prophet of Islam.",Wikipedia (Asma bint Umais),companions of the Prophet,Various,0,39,True,True,True,False,False,False,False,False,False,False,False,আসমা বিনতে উমাইস,,Asma bint Umays,"Asma bint Umais war eine Sahāba des Islamischen Propheten Mohammed. Sie ist dafür bekannt, mit drei Sahaba verheiratet gewesen zu sein: Dschafar ibn Abi Talib, Abu Bakr und Ali ibn Abi Talib. Asma liegt in al-Bāb aṣ-Ṣaghīr begraben."
86,خولة بنت حكيم,Khawla bint Hakim,,,F,False,Sahabi,SAHABI,"Khawla bint Hakim was a woman in Arabia and a disciple (Sahaba) of Muhammad, the Prophet of Islam.",Wikipedia (Khawlah bint Hakim),companions of the Prophet,Various,0,60,False,True,True,False,False,False,False,False,False,False,False,খাওলা বিনতে হাকিম,,Khawlah bint Hakim,
87,هند بنت عتبة,Hind bint Utba,,,F,False,Sahabi,SAHABI,"Hind bint Utba ibn Rabi'a was an Arab commander, the wife of Abu Sufyan ibn Harb and the mother of Mu'awiya I. Hind fought against the early Muslims and the prophet Muhammad until converting to Islam herself in 630 after the conquest of Mecca. She is highly praised by Sunni Muslim sources for her military role at the Battle of the Yarmuk under caliph Umar ibn Khattab.",Wikipedia (Hind bint Utba),companions of the Prophet,Various,-39,13,True,True,True,False,False,False,False,False,False,False,False,হিন্দ বিনতে উতবা,,Hind bint ʿUtba,
88,أم حكيم بنت الحارث بن هشام,Umm Hakim,,,F,False,Sahabi,SAHABI,"Umm Ḥakīm bint al-Ḥārith ibn Hishām was a female disciple of Islamic prophet Muhammad. She was a wife of Umar, the second caliph of Islam.",Wikipedia (Umm Hakim bint al-Harith ibn Hisham),companions of the Prophet,Various,0,60,True,False,True,False,False,False,False,False,False,False,False,উম্মে হাকিম,,Umm Hakim,
89,عكرمة بن أبي جهل,Ikrimah ibn Abi Jahl,,,M,False,Sahabi,SAHABI,"Ikrima ibn Amr ibn Hisham, or known as Ikrima ibn Abi Jahal, was an opponent-turned companion of the Islamic prophet Muhammad and a military commander in the Ridda Wars and the Muslim conquest of Syria. In the latter campaign, he was killed fighting the Byzantine forces.",Wikipedia (Ikrima ibn Amr),companions of the Prophet,Various,-24,14,True,False,True,False,False,False,False,False,False,False,False,ইকরিমা ইবনে আবি জাহল,,ʿIkrima ibn Abī Dschahl,
90,صفوان بن أمية بن خلف,Safwan ibn Umayya,,,M,False,Sahabi,SAHABI,Ṣafwān ibn Umayya ibn Khalaf ibn Wahb ibn Hudhafa ibn Jumah al-Jumahi was a sahabi (companion) of the Islamic prophet Muhammad.,Wikipedia (Safwan ibn Umayya),companions of the Prophet,Various,0,40,True,False,True,False,False,False,False,False,False,False,False,সাফওয়ান ইবনে উমাইয়া,,Safwan ibn Umayya,
91,سهيل بن عمرو,Suhayl ibn Amr,,,M,False,Sahabi,SAHABI,"Suhayl ibn ʿAmr, also known as Abū Yazīd, was a contemporary of the Islamic prophet Muhammad, and a prominent leader among the Quraysh tribe of Mecca. Clever and articulate, he was known as the Khatib (orator) of his tribe, and his opinion carried great weight among them. He brokered the famous Treaty of al-Hudaybiya with Prophet Muhammad on the side of Quraysh in 628 AD.",Wikipedia (Suhayl ibn Amr),companions of the Prophet,Various,-68,17,False,True,False,False,False,False,False,False,False,False,False,সুহাইল ইবনে আমর,,Suhayl ibn Amr,
92,حكيم بن حزام,Hakim ibn Hizam,,,M,False,Sahabi,SAHABI,"Ḥakīm ibn Ḥizām was a companion of the Islamic prophet Muhammad and a nephew of Khadija. Born 13 years before the event of elephants (Aam-ul-Feel) in Mecca, Arabia, he was the son of Khadija's brother, Hizam ibn Khuwaylid, and Fakhita bint Zuhayr. Known for his acumen in commerce and his charitable acts, Hakim ibn Hizam was a respected merchant and a key figure in the Quraysh tribe. He embraced Islam during the conquest of Mecca and was known for his generosity, having manumitted a hundred slaves and distributed alms extensively. His close familial ties with Khadija and his contributions to the early Muslim community in Islamic history.",Wikipedia (Hakim ibn Hizam),companions of the Prophet,Various,-23,60,False,False,False,False,False,False,False,False,False,False,False,হাকিম ইবনে হিযাম,,Hakim ibn Hizam,
93,أبو سفيان بن حرب,Abu Sufyan ibn Harb,,,M,False,Sahabi,SAHABI,"A prominent leader of the Quraish who initially opposed the Prophet but later accepted Islam at the Conquest of Makkah. He participated in the Battle of Yarmouk and was the father of Muawiya I, the founder of the Umayyad dynasty.","Al-Isabah by Ibn Hajar, Siyar A'lam al-Nubala by al-Dhahabi.",Various,Various,-57,60,True,True,True,False,False,False,False,False,False,False,False,,,,
94,أبو جندل بن سهيل,Abu Jandal ibn Suhayl,,,M,False,Sahabi,SAHABI,"Al-ʿĀṣī ibn Suhayl, better known as Abū Jandal, was a companion of the Islamic prophet Muhammad, who was the first person returned to Mecca after the Treaty of Hudaybiyyah. Abu Jandal was also the brother of Abdullah ibn Suhayl and son of Suhayl ibn Amr, the orator of Quraysh.",Wikipedia (Abu Jandal ibn Suhayl),companions of the Prophet,Various,0,17,True,False,False,False,False,False,False,False,False,False,False,আবু জান্দাল ইবনে সুহাইল,,,
95,عبد الله بن حذافة السهمي,Abdullah ibn Hudhafa,,,M,False,Sahabi,SAHABI,"Abd Allah ibn Hudhafa al-Sahmi was a companion of the Islamic prophet Muhammad. He is best known in Islamic tradition for his role as the courier of a letter from Muhammad to Khosrow II, the King of Persia, and for his imprisonment and torture by Heraclius, the Byzantine Emperor.",Wikipedia (Abd Allah ibn Hudhafa),companions of the Prophet,Various,0,60,False,False,False,False,False,False,False,False,False,False,False,আবদুল্লাহ ইবনে হুজাফা আস সাহমী,,Abd Allah ibn Hudhafa,"Abd Allah ibn Hudhafa as-Sahmi war ein Gefährte des Islamischen Propheten Muhammed. Er war Kurier eines Briefes von Muhammed an Chosrau Parviz, den König von Persien. Abd Allah starb in Ägypten während des Kalifats von Uthman ibn Affan."
96,عبد الله بن جحش,Abdullah ibn Jahsh,,,M,False,Sahabi,BADRI,"ʿAbd-Allāh ibn Jaḥsh, was the brother-in-law and companion of the Islamic prophet, Muhammad.",Wikipedia (Abd Allah ibn Jahsh),companions of the Prophet,Various,-43,3,True,False,False,False,False,False,False,False,False,True,False,আবদুল্লাহ ইবনে জাহাশ,"আব্দুল্লাহ ইবনে জাশ, ছিলেন ইসলামী নবী মুহাম্মদের শ্যালক এবং সহচর ।",Abdallah ibn Dschahsch,"ʿAbd-Allāh ibn Jaḥsh, war der Schwager und Begleiter des islamischen Propheten Muhammad."
